S,Trig,Condition
NDARGF569BF3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARGF569BF3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARGF569BF3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARGF569BF3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARGF569BF3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARGF569BF3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARGF569BF3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARGF569BF3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARGF569BF3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARGF569BF3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARGF569BF3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARGF569BF3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARGF569BF3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARGF569BF3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARGF569BF3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARGF569BF3,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARGF569BF3,1,Inhale
NDARGF569BF3,2,Exhale
NDARGF569BF3,3,Hold_Breath
NDARGF569BF3,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARGF569BF3,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARGF569BF3,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARGF569BF3,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARGF569BF3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARGF569BF3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARGF569BF3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARGF569BF3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARGF569BF3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARGF569BF3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARGF569BF3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARGF569BF3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARGF569BF3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARGF569BF3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARGF569BF3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARGF569BF3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARGF569BF3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARGF569BF3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARGF569BF3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARGF569BF3,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,1,Inhale
NDARLY273GH8,2,Exhale
NDARLY273GH8,3,Hold_Breath
NDARLY273GH8,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,1,Inhale
NDARLY273GH8,2,Exhale
NDARLY273GH8,3,Hold_Breath
NDARLY273GH8,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARLY273GH8,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARLY273GH8,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARLY273GH8,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARLY273GH8,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARLY273GH8,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARLY273GH8,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARLY273GH8,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARLY273GH8,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARLY273GH8,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARLY273GH8,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARGZ582LX7,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARGZ582LX7,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARGZ582LX7,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARGZ582LX7,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARGZ582LX7,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARGZ582LX7,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARGZ582LX7,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARGZ582LX7,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARGZ582LX7,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARGZ582LX7,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARGZ582LX7,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARGZ582LX7,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARGZ582LX7,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARGZ582LX7,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARGZ582LX7,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARGZ582LX7,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARGZ582LX7,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARGZ582LX7,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARGZ582LX7,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARGZ582LX7,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARGZ582LX7,1,Inhale
NDARGZ582LX7,2,Exhale
NDARGZ582LX7,3,Hold_Breath
NDARGZ582LX7,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARGZ582LX7,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARGZ582LX7,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARGZ582LX7,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARGZ582LX7,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARGZ582LX7,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARGZ582LX7,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARGZ582LX7,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARGZ582LX7,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARGZ582LX7,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARGZ582LX7,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARGZ582LX7,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARGZ582LX7,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARGZ582LX7,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARGZ582LX7,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARGZ582LX7,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARGZ582LX7,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARGZ582LX7,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARGZ582LX7,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARGZ582LX7,23,m_speech__ild_70n__itd_0__targ_l__control_0
500,4,m_speech__ild_0__itd_500__targ_r__control_0
500,5,m_noise__ild_0__itd_50__targ_l__control_0
500,6,m_noise__ild_0__itd_50__targ_r
500,7,m_speech__ild_0__itd_500__targ_r
500,8,m_noise__ild_0__itd_50__targ_r__control_0
500,9,m_speech__ild_10__itd_0__targ_l
500,10,m_speech__ild_0__itd_50__targ_r
500,11,m_noise__ild_0__itd_500__targ_r
500,12,m_speech__ild_70n__itd_0__targ_r__control_0
500,13,m_speech__ild_0__itd_50__targ_l__control_0
500,14,m_speech__ild_10__itd_0__targ_l__control_0
500,15,m_speech__ild_0__itd_50__targ_l
500,16,m_noise__ild_0__itd_500__targ_l
500,17,m_speech__ild_0__itd_500__targ_l__control_0
500,18,m_noise__ild_10__itd_0__side_r
500,19,m_speech__ild_0__itd_500__targ_l
500,20,m_speech__ild_0__itd_500__side_l
500,21,m_speech__ild_0__itd_500__targ_l__control_1
500,22,m_noise__ild_0__itd_500__targ_r__control_1
500,23,m_noise__ild_0__itd_500__targ_r__control_0
500,24,m_noise__ild_70n__itd_0__targ_l__control_0
500,25,m_noise__ild_10__itd_0__targ_l__control_0
500,26,m_speech__ild_10__itd_0__targ_r__control_0
500,27,m_noise__ild_10__itd_0__targ_r__control_0
500,28,m_speech__ild_0__itd_50__targ_r__control_0
500,29,m_speech__ild_10__itd_0__targ_r
500,30,m_speech__ild_0__itd_500__targ_r__control_1
500,31,m_noise__ild_70n__itd_0__targ_r__control_0
500,32,m_noise__ild_0__itd_500__targ_l__control_1
500,33,m_noise__ild_10__itd_0__targ_l
500,34,m_noise__ild_10__itd_0__targ_r
500,35,m_noise__ild_0__itd_50__targ_l
500,36,m_speech__ild_0__itd_50__side_l
500,37,m_noise__ild_0__itd_500__targ_l__control_0
500,38,m_speech__ild_70n__itd_0__targ_l__control_0
500,1,Inhale
500,2,Exhale
500,3,Hold_Breath
500,4,m_speech__ild_0__itd_500__targ_r__control_0
500,5,m_noise__ild_0__itd_50__targ_l__control_0
500,6,m_noise__ild_0__itd_50__targ_r
500,7,m_speech__ild_0__itd_500__targ_r
500,8,m_noise__ild_0__itd_50__targ_r__control_0
500,9,m_speech__ild_10__itd_0__targ_l
500,10,m_speech__ild_0__itd_50__targ_r
500,11,m_noise__ild_0__itd_500__targ_r
500,12,m_speech__ild_70n__itd_0__targ_r__control_0
500,13,m_speech__ild_0__itd_50__targ_l__control_0
500,14,m_speech__ild_10__itd_0__targ_l__control_0
500,15,m_speech__ild_0__itd_50__targ_l
500,16,m_noise__ild_0__itd_500__targ_l
500,17,m_speech__ild_0__itd_500__targ_l__control_0
500,18,m_noise__ild_10__itd_0__side_r
500,19,m_speech__ild_0__itd_500__targ_l
500,20,m_speech__ild_0__itd_500__side_l
500,21,m_speech__ild_0__itd_500__targ_l__control_1
500,22,m_noise__ild_0__itd_500__targ_r__control_1
500,23,m_noise__ild_0__itd_500__targ_r__control_0
500,24,m_noise__ild_70n__itd_0__targ_l__control_0
500,25,m_noise__ild_10__itd_0__targ_l__control_0
500,26,m_speech__ild_10__itd_0__targ_r__control_0
500,27,m_noise__ild_10__itd_0__targ_r__control_0
500,28,m_speech__ild_0__itd_50__targ_r__control_0
500,29,m_speech__ild_10__itd_0__targ_r
500,30,m_speech__ild_0__itd_500__targ_r__control_1
500,31,m_noise__ild_70n__itd_0__targ_r__control_0
500,32,m_noise__ild_0__itd_500__targ_l__control_1
500,33,m_noise__ild_10__itd_0__targ_l
500,34,m_noise__ild_10__itd_0__targ_r
500,35,m_noise__ild_0__itd_50__targ_l
500,36,m_speech__ild_0__itd_50__side_l
500,37,m_noise__ild_0__itd_500__targ_l__control_0
500,38,m_speech__ild_70n__itd_0__targ_l__control_0
500,4,m_speech__ild_0__itd_500__targ_r__control_0
500,5,m_noise__ild_0__itd_50__targ_l__control_0
500,6,m_noise__ild_0__itd_50__targ_r__control_0
500,7,m_speech__ild_70n__itd_0__targ_r__control_0
500,8,m_speech__ild_0__itd_50__targ_l__control_0
500,9,m_speech__ild_10__itd_0__targ_l__control_0
500,10,m_speech__ild_0__itd_500__targ_l__control_0
500,11,m_speech__ild_0__itd_500__targ_l__control_1
500,12,m_noise__ild_0__itd_500__targ_r__control_1
500,13,m_noise__ild_0__itd_500__targ_r__control_0
500,14,m_noise__ild_70n__itd_0__targ_l__control_0
500,15,m_noise__ild_10__itd_0__targ_l__control_0
500,16,m_speech__ild_10__itd_0__targ_r__control_0
500,17,m_noise__ild_10__itd_0__targ_r__control_0
500,18,m_speech__ild_0__itd_50__targ_r__control_0
500,19,m_speech__ild_0__itd_500__targ_r__control_1
500,20,m_noise__ild_70n__itd_0__targ_r__control_0
500,21,m_noise__ild_0__itd_500__targ_l__control_1
500,22,m_noise__ild_0__itd_500__targ_l__control_0
500,23,m_speech__ild_70n__itd_0__targ_l__control_0
500,1,Inhale
500,2,Exhale
500,3,Hold_Breath
500,4,m_speech__ild_0__itd_500__targ_r__control_0
500,5,m_noise__ild_0__itd_50__targ_l__control_0
500,6,m_noise__ild_0__itd_50__targ_r__control_0
500,7,m_speech__ild_70n__itd_0__targ_r__control_0
500,8,m_speech__ild_0__itd_50__targ_l__control_0
500,9,m_speech__ild_10__itd_0__targ_l__control_0
500,10,m_speech__ild_0__itd_500__targ_l__control_0
500,11,m_speech__ild_0__itd_500__targ_l__control_1
500,12,m_noise__ild_0__itd_500__targ_r__control_1
500,13,m_noise__ild_0__itd_500__targ_r__control_0
500,14,m_noise__ild_70n__itd_0__targ_l__control_0
500,15,m_noise__ild_10__itd_0__targ_l__control_0
500,16,m_speech__ild_10__itd_0__targ_r__control_0
500,17,m_noise__ild_10__itd_0__targ_r__control_0
500,18,m_speech__ild_0__itd_50__targ_r__control_0
500,19,m_speech__ild_0__itd_500__targ_r__control_1
500,20,m_noise__ild_70n__itd_0__targ_r__control_0
500,21,m_noise__ild_0__itd_500__targ_l__control_1
500,22,m_noise__ild_0__itd_500__targ_l__control_0
500,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARBA306US5,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARBA306US5,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARBA306US5,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARBA306US5,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARBA306US5,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARBA306US5,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARBA306US5,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARBA306US5,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARBA306US5,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARBA306US5,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARBA306US5,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARBA306US5,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARBA306US5,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARBA306US5,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARBA306US5,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARBA306US5,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,1,Inhale
NDARBA306US5,2,Exhale
NDARBA306US5,3,Hold_Breath
NDARBA306US5,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARBA306US5,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARBA306US5,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARBA306US5,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARBA306US5,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARBA306US5,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARBA306US5,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARBA306US5,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARBA306US5,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARBA306US5,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARBA306US5,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARBA306US5,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARBA306US5,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARBA306US5,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARBA306US5,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARBA306US5,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARBA306US5,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARBA306US5,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARBA306US5,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARBA306US5,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARBA306US5,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARBA306US5,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARBA306US5,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARBA306US5,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARBA306US5,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARBA306US5,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARBA306US5,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARBA306US5,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARBA306US5,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARBA306US5,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARBA306US5,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARBA306US5,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARBA306US5,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,1,Inhale
NDARBA306US5,2,Exhale
NDARBA306US5,3,Hold_Breath
NDARBA306US5,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARBA306US5,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARBA306US5,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARBA306US5,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARBA306US5,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARBA306US5,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARBA306US5,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARBA306US5,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARBA306US5,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARBA306US5,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARBA306US5,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARBA306US5,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARBA306US5,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARBA306US5,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARBA306US5,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARBA306US5,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARBA306US5,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARBA306US5,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARBA306US5,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARFD284ZP3,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARFD284ZP3,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARFD284ZP3,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARFD284ZP3,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARFD284ZP3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARFD284ZP3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARFD284ZP3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARFD284ZP3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARFD284ZP3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARFD284ZP3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARFD284ZP3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARFD284ZP3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARFD284ZP3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARFD284ZP3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARFD284ZP3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARFD284ZP3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARFD284ZP3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARFD284ZP3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARFD284ZP3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARFD284ZP3,23,m_speech__ild_70n__itd_0__targ_l__control_0
NDARFD284ZP3,1,Inhale
NDARFD284ZP3,2,Exhale
NDARFD284ZP3,3,Hold_Breath
NDARFD284ZP3,4,m_speech__ild_0__itd_500__targ_r__control_0
NDARFD284ZP3,5,m_noise__ild_0__itd_50__targ_l__control_0
NDARFD284ZP3,6,m_noise__ild_0__itd_50__targ_r__control_0
NDARFD284ZP3,7,m_speech__ild_70n__itd_0__targ_r__control_0
NDARFD284ZP3,8,m_speech__ild_0__itd_50__targ_l__control_0
NDARFD284ZP3,9,m_speech__ild_10__itd_0__targ_l__control_0
NDARFD284ZP3,10,m_speech__ild_0__itd_500__targ_l__control_0
NDARFD284ZP3,11,m_speech__ild_0__itd_500__targ_l__control_1
NDARFD284ZP3,12,m_noise__ild_0__itd_500__targ_r__control_1
NDARFD284ZP3,13,m_noise__ild_0__itd_500__targ_r__control_0
NDARFD284ZP3,14,m_noise__ild_70n__itd_0__targ_l__control_0
NDARFD284ZP3,15,m_noise__ild_10__itd_0__targ_l__control_0
NDARFD284ZP3,16,m_speech__ild_10__itd_0__targ_r__control_0
NDARFD284ZP3,17,m_noise__ild_10__itd_0__targ_r__control_0
NDARFD284ZP3,18,m_speech__ild_0__itd_50__targ_r__control_0
NDARFD284ZP3,19,m_speech__ild_0__itd_500__targ_r__control_1
NDARFD284ZP3,20,m_noise__ild_70n__itd_0__targ_r__control_0
NDARFD284ZP3,21,m_noise__ild_0__itd_500__targ_l__control_1
NDARFD284ZP3,22,m_noise__ild_0__itd_500__targ_l__control_0
NDARFD284ZP3,23,m_speech__ild_70n__itd_0__targ_l__control_0
503,4,m_speech__ild_0__itd_500__targ_r__control_0
503,5,m_noise__ild_0__itd_50__targ_l__control_0
503,6,m_noise__ild_0__itd_50__targ_r
503,7,m_speech__ild_0__itd_500__targ_r
503,8,m_noise__ild_0__itd_50__targ_r__control_0
503,9,m_speech__ild_10__itd_0__targ_l
503,10,m_speech__ild_0__itd_50__targ_r
503,11,m_noise__ild_0__itd_500__targ_r
503,12,m_speech__ild_0__itd_50__targ_l__control_0
503,13,m_speech__ild_10__itd_0__targ_l__control_0
503,14,m_speech__ild_0__itd_50__targ_l
503,15,m_noise__ild_0__itd_500__targ_l
503,16,m_speech__ild_0__itd_500__targ_l__control_0
503,17,m_speech__ild_0__itd_500__targ_l
503,18,m_speech__ild_0__itd_500__targ_l__control_1
503,19,m_noise__ild_0__itd_500__targ_r__control_1
503,20,m_noise__ild_0__itd_500__targ_r__control_0
503,21,m_noise__ild_10__itd_0__targ_l__control_0
503,22,m_speech__ild_10__itd_0__targ_r__control_0
503,23,m_noise__ild_10__itd_0__targ_r__control_0
503,24,m_speech__ild_0__itd_50__targ_r__control_0
503,25,m_speech__ild_10__itd_0__targ_r
